dataset,field,dims,rel_eb,downsample_factor,edt_total_s,edt_round1_s,edt_round2_s,fill_sign_s,neutral_boundary_s,downsample_boundary_s,compensation_stage_s,initial_psnr,initial_ssim,final_psnr,final_ssim,log_file,sparsity,edge_density,skipped,skip_reason,harm_rate,benefit_rate
hurricane,QICEf48.log10.bin,100x500x500,5e-3,0,,,,,,,,47.273350,0.998961,47.273350,0.998961,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QICEf48_log10_bin_eb5e-3_f0.log,0.0935126,,1,sparsity,0.000000,0.000000
hurricane,QICEf48.log10.bin,100x500x500,5e-3,2,,,,,,,,47.273350,0.998961,47.273350,0.998961,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QICEf48_log10_bin_eb5e-3_f2.log,0.0935126,,1,sparsity,0.000000,0.000000
hurricane,QICEf48.log10.bin,100x500x500,5e-3,4,,,,,,,,47.273350,0.998961,47.273350,0.998961,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QICEf48_log10_bin_eb5e-3_f4.log,0.0935126,,1,sparsity,0.000000,0.000000
hurricane,QICEf48.log10.bin,100x500x500,5e-3,8,,,,,,,,47.273350,0.998961,47.273350,0.998961,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QICEf48_log10_bin_eb5e-3_f8.log,0.0935126,,1,sparsity,0.000000,0.000000
hurricane,QICEf48.log10.bin,100x500x500,1e-2,0,,,,,,,,46.761185,0.996765,46.761185,0.996765,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QICEf48_log10_bin_eb1e-2_f0.log,0.0935125,,1,sparsity,0.000000,0.000000
hurricane,QICEf48.log10.bin,100x500x500,1e-2,2,,,,,,,,46.761185,0.996765,46.761185,0.996765,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QICEf48_log10_bin_eb1e-2_f2.log,0.0935125,,1,sparsity,0.000000,0.000000
hurricane,QICEf48.log10.bin,100x500x500,1e-2,4,,,,,,,,46.761185,0.996765,46.761185,0.996765,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QICEf48_log10_bin_eb1e-2_f4.log,0.0935125,,1,sparsity,0.000000,0.000000
hurricane,QICEf48.log10.bin,100x500x500,1e-2,8,,,,,,,,46.761185,0.996765,46.761185,0.996765,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QICEf48_log10_bin_eb1e-2_f8.log,0.0935125,,1,sparsity,0.000000,0.000000
hurricane,QRAINf48.log10.bin,100x500x500,1e-3,0,0.369195,0.173591,0.195604,0.00423871,0.0216379,0,0.0161474,64.847768,0.963809,65.545501,0.985486,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QRAINf48_log10_bin_eb1e-3_f0.log,0.9384,0.885182,0,,0.071607,0.166135
hurricane,QRAINf48.log10.bin,100x500x500,1e-3,2,0.201752,0.17281,0.0289423,0.00530374,0.0224884,0.0231446,0.0458574,64.847768,0.963809,65.530238,0.985189,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QRAINf48_log10_bin_eb1e-3_f2.log,0.9384,0.885182,0,,0.071908,0.165836
hurricane,QRAINf48.log10.bin,100x500x500,1e-3,4,0.173717,0.169196,0.00452068,0.00421366,0.0230022,0.0218249,0.0415321,64.847768,0.963809,65.534867,0.983944,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QRAINf48_log10_bin_eb1e-3_f4.log,0.9384,0.885182,0,,0.066106,0.171637
hurricane,QRAINf48.log10.bin,100x500x500,1e-3,8,0.173776,0.1726,0.00117631,0.00511949,0.0223573,0.0216636,0.0415194,64.847768,0.963809,65.549984,0.982336,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QRAINf48_log10_bin_eb1e-3_f8.log,0.9384,0.885182,0,,0.059997,0.177746
hurricane,QRAINf48.log10.bin,100x500x500,5e-3,0,0.427539,0.210728,0.216811,0.00568516,0.0287386,0,0.0123357,50.869996,0.811544,52.535077,0.912957,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QRAINf48_log10_bin_eb5e-3_f0.log,0.832831,0.666823,0,,0.194152,0.401363
hurricane,QRAINf48.log10.bin,100x500x500,5e-3,2,0.229556,0.198842,0.0307146,0.00735794,0.0292713,0.0325338,0.041434,50.869996,0.811544,52.513936,0.912572,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QRAINf48_log10_bin_eb5e-3_f2.log,0.832831,0.666823,0,,0.195159,0.400356
hurricane,QRAINf48.log10.bin,100x500x500,5e-3,4,0.206633,0.202063,0.00456976,0.00584388,0.0292311,0.0316916,0.0440062,50.869996,0.811544,52.562142,0.908672,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QRAINf48_log10_bin_eb5e-3_f4.log,0.832831,0.666823,0,,0.182777,0.412739
hurricane,QRAINf48.log10.bin,100x500x500,5e-3,8,0.215214,0.21391,0.00130376,0.00632262,0.0319112,0.0314091,0.0518543,50.869996,0.811544,52.669373,0.898963,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QRAINf48_log10_bin_eb5e-3_f8.log,0.832831,0.666823,0,,0.167488,0.428028
hurricane,QRAINf48.log10.bin,100x500x500,1e-2,0,0.421729,0.201026,0.220703,0.00606548,0.03076,0,0.00960237,44.930531,0.698337,46.415742,0.837177,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QRAINf48_log10_bin_eb1e-2_f0.log,0.683835,0.53396,0,,0.261900,0.455849
hurricane,QRAINf48.log10.bin,100x500x500,1e-2,2,0.249036,0.217337,0.0316984,0.00719316,0.0326155,0.0356135,0.0418014,44.930531,0.698337,46.413916,0.837128,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QRAINf48_log10_bin_eb1e-2_f2.log,0.683835,0.53396,0,,0.261845,0.455903
hurricane,QRAINf48.log10.bin,100x500x500,1e-2,4,0.213261,0.208892,0.00436904,0.00732346,0.0342649,0.0345983,0.0496679,44.930531,0.698337,46.502672,0.833349,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QRAINf48_log10_bin_eb1e-2_f4.log,0.683835,0.53396,0,,0.249842,0.467906
hurricane,QRAINf48.log10.bin,100x500x500,1e-2,8,0.207552,0.20637,0.00118235,0.00679151,0.0315291,0.0342511,0.0425818,44.930531,0.698337,46.629416,0.814491,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QRAINf48_log10_bin_eb1e-2_f8.log,0.683835,0.53396,0,,0.233972,0.483776
hurricane,QSNOWf48.log10.bin,100x500x500,1e-3,0,0.361905,0.160575,0.201329,0.0038611,0.0222675,0,0.0166287,64.898184,0.975831,65.529184,0.988998,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QSNOWf48_log10_bin_eb1e-3_f0.log,0.953238,0.905874,0,,0.071616,0.162257
hurricane,QSNOWf48.log10.bin,100x500x500,1e-3,2,0.189029,0.160366,0.0286623,0.00391848,0.0218215,0.0217476,0.0416045,64.898184,0.975831,65.513674,0.988777,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QSNOWf48_log10_bin_eb1e-3_f2.log,0.953238,0.905874,0,,0.071907,0.161966
hurricane,QSNOWf48.log10.bin,100x500x500,1e-3,4,0.170361,0.165791,0.00456985,0.00389064,0.0218489,0.0210397,0.0417211,64.898184,0.975831,65.528095,0.988212,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QSNOWf48_log10_bin_eb1e-3_f4.log,0.953238,0.905874,0,,0.066567,0.167307
hurricane,QSNOWf48.log10.bin,100x500x500,1e-3,8,0.161353,0.160001,0.00135233,0.00385697,0.0253612,0.0237153,0.0538952,64.898184,0.975831,65.555511,0.987813,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QSNOWf48_log10_bin_eb1e-3_f8.log,0.953238,0.905874,0,,0.060576,0.173297
hurricane,QSNOWf48.log10.bin,100x500x500,5e-3,0,0.428685,0.199175,0.22951,0.00633349,0.0287292,0,0.0188819,51.010230,0.827444,52.784178,0.917865,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QSNOWf48_log10_bin_eb5e-3_f0.log,0.807262,0.656921,0,,0.218435,0.430455
hurricane,QSNOWf48.log10.bin,100x500x500,5e-3,2,0.226309,0.195704,0.030605,0.0068973,0.0284261,0.0342919,0.0419295,51.010230,0.827444,52.766715,0.917856,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QSNOWf48_log10_bin_eb5e-3_f2.log,0.807262,0.656921,0,,0.218300,0.430590
hurricane,QSNOWf48.log10.bin,100x500x500,5e-3,4,0.202301,0.198014,0.00428781,0.00629926,0.027954,0.0336471,0.0415379,51.010230,0.827444,52.845850,0.914689,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QSNOWf48_log10_bin_eb5e-3_f4.log,0.807262,0.656921,0,,0.202368,0.446522
hurricane,QSNOWf48.log10.bin,100x500x500,5e-3,8,0.192478,0.191483,0.000994417,0.00554094,0.0287364,0.0333945,0.0411803,51.010230,0.827444,52.971701,0.907148,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QSNOWf48_log10_bin_eb5e-3_f8.log,0.807262,0.656921,0,,0.183795,0.465095
hurricane,QSNOWf48.log10.bin,100x500x500,1e-2,0,0.464827,0.232674,0.232153,0.00710646,0.0303356,0,0.00958334,44.769350,0.683825,45.383601,0.802108,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QSNOWf48_log10_bin_eb1e-2_f0.log,0.657734,0.484282,0,,0.342294,0.440346
hurricane,QSNOWf48.log10.bin,100x500x500,1e-2,2,0.238179,0.209679,0.0285008,0.00646783,0.0281419,0.0362039,0.041536,44.769350,0.683825,45.401933,0.802598,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QSNOWf48_log10_bin_eb1e-2_f2.log,0.657734,0.484282,0,,0.341276,0.441363
hurricane,QSNOWf48.log10.bin,100x500x500,1e-2,4,0.225949,0.221958,0.0039904,0.00867856,0.027579,0.0365055,0.0515399,44.769350,0.683825,45.529543,0.800009,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QSNOWf48_log10_bin_eb1e-2_f4.log,0.657734,0.484282,0,,0.325518,0.457122
hurricane,QSNOWf48.log10.bin,100x500x500,1e-2,8,0.217106,0.216118,0.000988285,0.00819067,0.0289884,0.0345673,0.0415873,44.769350,0.683825,45.675759,0.788165,/home/jp/git/posterization_mitigation/script/pareto_logs/hurricane_QSNOWf48_log10_bin_eb1e-2_f8.log,0.657734,0.484282,0,,0.306206,0.476434
